6.66E-10,1.81E-09,4.34E-09,9.20E-09,1.72E-08,2.85E-08,4.17E-08,5.43E-08,6.31E-08,6.69E-08,6.81E-08,7.65E-08,1.15E-07,2.35E-07,5.37E-07,1.20E-06,2.48E-06,4.73E-06,8.26E-06,1.33E-05,1.98E-05,2.72E-05,3.50E-05,4.22E-05,4.82E-05,5.22E-05,5.37E-05,5.27E-05,5.01E-05,4.83E-05,5.06E-05,6.05E-05,7.94E-05,0.000105193,0.000132457,0.000153755,0.000162678,0.000156654,0.00013807,0.00011302,8.85E-05,6.99E-05,5.95E-05,5.73E-05,6.17E-05,7.04E-05,8.10E-05,9.12E-05,9.90E-05,0.000102341,0.000100571,9.43E-05,8.58E-05,7.82E-05,7.45E-05,7.62E-05,8.22E-05,8.95E-05,9.42E-05,9.31E-05,8.55E-05,7.34E-05,6.08E-05,5.14E-05,4.80E-05,5.06E-05,5.75E-05,6.50E-05,6.92E-05,6.73E-05,5.91E-05,4.66E-05,3.31E-05,2.12E-05,1.25E-05,6.96E-06,3.79E-06,2.10E-06,1.21E-06,7.38E-07,4.79E-07,3.27E-07,2.28E-07,1.54E-07,9.77E-08,5.64E-08,2.93E-08,1.36E-08,5.60E-09,2.05E-09,6.75E-10,2.01E-10,5.65E-11,1.66E-11,6.11E-12,3.04E-12,1.76E-12,1.01E-12,5.32E-13,2.52E-13
2.47E-09,6.69E-09,1.61E-08,3.40E-08,6.37E-08,1.05E-07,1.55E-07,2.01E-07,2.34E-07,2.48E-07,2.47E-07,2.55E-07,3.24E-07,5.56E-07,1.15E-06,2.43E-06,4.87E-06,9.01E-06,1.53E-05,2.40E-05,3.46E-05,4.63E-05,5.76E-05,6.71E-05,7.38E-05,7.70E-05,7.66E-05,7.29E-05,6.72E-05,6.22E-05,6.15E-05,6.86E-05,8.48E-05,0.000107879,0.00013239,0.000151474,0.000159683,0.000155297,0.00014086,0.000121749,0.00010377,9.12E-05,8.59E-05,8.77E-05,9.50E-05,0.000105605,0.000116833,0.00012636,0.000132342,0.000133675,0.00013023,0.000123081,0.000114453,0.000107181,0.000103753,0.000105312,0.000111016,0.000118071,0.000122637,0.000121461,0.000113512,0.000100641,8.68E-05,7.61E-05,7.14E-05,7.32E-05,7.94E-05,8.61E-05,8.91E-05,8.53E-05,7.44E-05,5.88E-05,4.22E-05,2.80E-05,1.75E-05,1.07E-05,6.58E-06,4.17E-06,2.74E-06,1.86E-06,1.32E-06,9.70E-07,7.08E-07,4.94E-07,3.19E-07,1.86E-07,9.78E-08,4.57E-08,1.91E-08,7.12E-09,2.40E-09,7.51E-10,2.34E-10,8.36E-11,3.93E-11,2.30E-11,1.42E-11,8.28E-12,4.39E-12,2.08E-12
7.92E-09,2.14E-08,5.14E-08,1.09E-07,2.04E-07,3.38E-07,4.95E-07,6.46E-07,7.54E-07,8.00E-07,7.93E-07,7.85E-07,8.79E-07,1.27E-06,2.29E-06,4.49E-06,8.65E-06,1.56E-05,2.59E-05,3.95E-05,5.57E-05,7.27E-05,8.82E-05,9.99E-05,0.000106595,0.000107782,0.000103953,9.62E-05,8.64E-05,7.76E-05,7.35E-05,7.75E-05,9.07E-05,0.000110959,0.000133091,0.000150952,0.000160027,0.000159212,0.000150837,0.000139196,0.000128645,0.000122296,0.000121583,0.000126368,0.000135237,0.000145947,0.000156074,0.000163732,0.000167989,0.000168812,0.000166746,0.000162685,0.00015784,0.000153712,0.000151829,0.000153179,0.000157501,0.000162853,0.000165988,0.00016373,0.000154745,0.000140506,0.00012469,0.000111407,0.000103431,0.000101277,0.000103156,0.000105579,0.000104592,9.75E-05,8.40E-05,6.67E-05,4.91E-05,3.42E-05,2.33E-05,1.60E-05,1.12E-05,8.02E-06,5.82E-06,4.32E-06,3.31E-06,2.56E-06,1.95E-06,1.39E-06,9.13E-07,5.41E-07,2.87E-07,1.36E-07,5.76E-08,2.20E-08,7.75E-09,2.63E-09,9.56E-10,4.28E-10,2.44E-10,1.57E-10,9.98E-11,5.89E-11,3.13E-11,1.49E-11
2.21E-08,5.95E-08,1.42E-07,3.01E-07,5.64E-07,9.34E-07,1.37E-06,1.79E-06,2.10E-06,2.24E-06,2.23E-06,2.17E-06,2.26E-06,2.81E-06,4.35E-06,7.72E-06,1.40E-05,2.43E-05,3.93E-05,5.87E-05,8.10E-05,0.000103445,0.000122994,0.000136777,0.000143159,0.000142046,0.000134602,0.000122748,0.000109016,9.67E-05,8.97E-05,9.12E-05,0.000102467,0.000121225,0.000142583,0.000160885,0.000172179,0.00017562,0.000173163,0.000168103,0.000163597,0.000161891,0.000164088,0.00017009,0.000178627,0.000187672,0.000195337,0.000200812,0.000204641,0.00020805,0.000211846,0.000215784,0.0002189,0.000220508,0.000220975,0.000221568,0.000223337,0.000225809,0.000226614,0.000222642,0.000212083,0.000195833,0.000177112,0.000159673,0.000146022,0.000136672,0.000130335,0.00012453,0.000116494,0.000104399,8.84E-05,7.06E-05,5.39E-05,4.05E-05,3.07E-05,2.37E-05,1.85E-05,1.45E-05,1.14E-05,9.08E-06,7.39E-06,6.02E-06,4.72E-06,3.45E-06,2.30E-06,1.38E-06,7.43E-07,3.58E-07,1.56E-07,6.20E-08,2.34E-08,8.97E-09,3.94E-09,2.15E-09,1.39E-09,9.43E-10,6.11E-10,3.63E-10,1.94E-10,9.18E-11
5.42E-08,1.44E-07,3.41E-07,7.21E-07,1.35E-06,2.24E-06,3.29E-06,4.31E-06,5.08E-06,5.46E-06,5.48E-06,5.35E-06,5.38E-06,6.05E-06,8.08E-06,1.26E-05,2.11E-05,3.49E-05,5.45E-05,7.93E-05,0.000106862,0.000133925,0.000156791,0.000172441,0.000179281,0.000177409,0.00016828,0.000154174,0.00013799,0.000123348,0.000114354,0.000114477,0.000124909,0.000143529,0.000165455,0.000185137,0.000198774,0.000205546,0.000207124,0.000206202,0.000205276,0.000206136,0.00020971,0.000215842,0.000223226,0.000230022,0.000235128,0.000239257,0.000244792,0.000254186,0.00026793,0.000283665,0.000297311,0.000305525,0.000307737,0.000306233,0.000304192,0.000303102,0.000301497,0.000296028,0.000284042,0.000265594,0.000243327,0.00022059,0.000199592,0.000180845,0.000163687,0.000146961,0.000129546,0.000110948,9.18E-05,7.39E-05,5.91E-05,4.80E-05,4.01E-05,3.41E-05,2.89E-05,2.42E-05,2.02E-05,1.72E-05,1.48E-05,1.26E-05,1.02E-05,7.58E-06,5.13E-06,3.13E-06,1.72E-06,8.48E-07,3.83E-07,1.62E-07,6.76E-08,3.03E-08,1.61E-08,1.02E-08,7.11E-09,4.96E-09,3.25E-09,1.94E-09,1.03E-09,4.91E-10
1.19E-07,3.04E-07,7.13E-07,1.50E-06,2.80E-06,4.64E-06,6.84E-06,9.00E-06,1.07E-05,1.16E-05,1.18E-05,1.16E-05,1.16E-05,1.23E-05,1.46E-05,2.00E-05,3.01E-05,4.66E-05,6.98E-05,9.85E-05,0.000129622,0.000159484,0.000184565,0.000202346,0.000211616,0.000212383,0.000205577,0.000192887,0.000176953,0.000161608,0.000151488,0.000150609,0.000160492,0.000179076,0.000201381,0.000221762,0.000236412,0.00024455,0.000247807,0.000248719,0.0002496,0.000252131,0.000257148,0.000264258,0.000271809,0.000277875,0.000282013,0.000286461,0.000295425,0.000312396,0.000337168,0.000364858,0.00038806,0.00040097,0.000402655,0.000397141,0.000390287,0.000385685,0.000382512,0.0003767,0.000364291,0.000344239,0.000318587,0.000290445,0.000261912,0.000233581,0.000205337,0.000177197,0.000149602,0.000123448,0.000100088,8.10E-05,6.71E-05,5.80E-05,5.19E-05,4.68E-05,4.19E-05,3.70E-05,3.29E-05,2.96E-05,2.68E-05,2.35E-05,1.94E-05,1.48E-05,1.02E-05,6.35E-06,3.57E-06,1.83E-06,8.73E-07,4.03E-07,1.92E-07,1.02E-07,6.28E-08,4.39E-08,3.20E-08,2.27E-08,1.50E-08,8.96E-09,4.79E-09,2.27E-09
2.44E-07,5.76E-07,1.31E-06,2.72E-06,5.06E-06,8.38E-06,1.24E-05,1.63E-05,1.94E-05,2.13E-05,2.21E-05,2.22E-05,2.23E-05,2.31E-05,2.54E-05,3.08E-05,4.14E-05,5.89E-05,8.38E-05,0.000114105,0.000146453,0.000177165,0.000203553,0.000224257,0.00023873,0.00024653,0.000247115,0.000240454,0.000228109,0.000213888,0.000203198,0.000200998,0.000209432,0.000226633,0.000247605,0.000266738,0.000280411,0.000288106,0.000291645,0.000293637,0.000296411,0.000301673,0.000310168,0.000321117,0.000332206,0.000340961,0.00034704,0.000353614,0.000366185,0.000388985,0.000421204,0.000455977,0.000483468,0.000496364,0.000494099,0.000482763,0.000470795,0.000463514,0.000460258,0.000455795,0.000444541,0.000424183,0.000396213,0.000363725,0.000328983,0.000292755,0.000255253,0.000217205,0.000180136,0.000146087,0.000117177,9.50E-05,8.01E-05,7.11E-05,6.56E-05,6.12E-05,5.68E-05,5.26E-05,4.91E-05,4.65E-05,4.36E-05,3.94E-05,3.33E-05,2.59E-05,1.82E-05,1.16E-05,6.77E-06,3.65E-06,1.88E-06,9.72E-07,5.34E-07,3.28E-07,2.26E-07,1.68E-07,1.26E-07,9.06E-08,6.00E-08,3.59E-08,1.92E-08,9.09E-09
4.94E-07,1.01E-06,2.15E-06,4.34E-06,8.00E-06,1.32E-05,1.95E-05,2.58E-05,3.10E-05,3.45E-05,3.64E-05,3.74E-05,3.82E-05,3.93E-05,4.12E-05,4.55E-05,5.48E-05,7.12E-05,9.51E-05,0.000124523,0.000155909,0.00018604,0.000213446,0.000238235,0.000260608,0.000279384,0.000291888,0.000295519,0.000290052,0.000278947,0.000268442,0.000264694,0.000270722,0.000285062,0.000302938,0.000319112,0.000330535,0.000337234,0.000341329,0.000345458,0.000351878,0.000362249,0.000377212,0.000395587,0.00041426,0.000429796,0.00044116,0.000451374,0.000466215,0.000490192,0.000522376,0.000555353,0.000578712,0.000585183,0.00057525,0.000556825,0.000540139,0.000531408,0.000529584,0.000528064,0.000519597,0.000500596,0.000472002,0.000436974,0.000398077,0.000356301,0.000311995,0.000266171,0.000220974,0.000179285,0.000143967,0.00011704,9.89E-05,8.81E-05,8.18E-05,7.75E-05,7.37E-05,7.06E-05,6.85E-05,6.71E-05,6.47E-05,5.98E-05,5.16E-05,4.09E-05,2.96E-05,1.95E-05,1.19E-05,6.88E-06,3.91E-06,2.29E-06,1.44E-06,9.91E-07,7.36E-07,5.68E-07,4.34E-07,3.13E-07,2.08E-07,1.24E-07,6.64E-08,3.15E-08
1.04E-06,1.76E-06,3.29E-06,6.27E-06,1.13E-05,1.84E-05,2.72E-05,3.61E-05,4.37E-05,4.93E-05,5.31E-05,5.59E-05,5.82E-05,6.00E-05,6.12E-05,6.34E-05,6.94E-05,8.21E-05,0.000102354,0.00012855,0.000157403,0.00018637,0.000215149,0.000245107,0.000276989,0.000308772,0.000335577,0.00035209,0.00035605,0.000350306,0.000341763,0.00033775,0.000342215,0.000354191,0.000369289,0.000382896,0.000392812,0.00039978,0.000406199,0.000414562,0.000426855,0.000444576,0.000468298,0.000496613,0.000525785,0.000551313,0.000570816,0.000585968,0.000601505,0.000621503,0.000645413,0.000666962,0.000677353,0.000671049,0.000650108,0.000623664,0.000602618,0.000593148,0.000593456,0.00059568,0.000591147,0.000575064,0.000547654,0.000511894,0.000470496,0.000424644,0.000374837,0.000322353,0.000269873,0.00022101,0.00017928,0.000147067,0.000124867,0.000111138,0.000103036,9.78E-05,9.40E-05,9.14E-05,9.03E-05,8.98E-05,8.81E-05,8.28E-05,7.28E-05,5.91E-05,4.41E-05,3.04E-05,1.97E-05,1.24E-05,7.90E-06,5.23E-06,3.67E-06,2.73E-06,2.13E-06,1.69E-06,1.30E-06,9.43E-07,6.26E-07,3.74E-07,1.99E-07,9.45E-08
2.28E-06,3.15E-06,4.96E-06,8.52E-06,1.46E-05,2.34E-05,3.42E-05,4.54E-05,5.54E-05,6.33E-05,6.96E-05,7.50E-05,7.95E-05,8.24E-05,8.29E-05,8.21E-05,8.32E-05,9.00E-05,0.000104394,0.00012562,0.000151098,0.000178987,0.000209718,0.000245244,0.000286393,0.000330383,0.000370722,0.000400105,0.000414667,0.000416627,0.000413242,0.000412642,0.000419425,0.000432947,0.000449102,0.000463848,0.000475777,0.000486263,0.000497845,0.000512738,0.000532565,0.000558667,0.000591679,0.000630274,0.000670518,0.000707148,0.000736273,0.000757411,0.000773097,0.000786141,0.000796482,0.000800135,0.000791543,0.00076814,0.000733842,0.000698383,0.000672392,0.000661398,0.000662864,0.000668118,0.000667508,0.000655096,0.00063001,0.000594474,0.000550916,0.000500647,0.000444612,0.000384812,0.000324849,0.0002692,0.000221892,0.000185344,0.000159767,0.000143268,0.000132752,0.000125348,0.000119585,0.000115473,0.000113378,0.000112602,0.000110884,0.000105381,9.44E-05,7.87E-05,6.10E-05,4.44E-05,3.11E-05,2.17E-05,1.54E-05,1.13E-05,8.60E-06,6.77E-06,5.45E-06,4.38E-06,3.40E-06,2.47E-06,1.63E-06,9.75E-07,5.19E-07,2.46E-07
